"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","135","0","0","0","46.25","0","64.7","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","160","0","0","0","29.6","0","43.05","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","155","0","0","0","32.55","0","47.05","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","150","0","0","0","35.7","0","51.25","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","175","0","0","0","22","0","32.15","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","170","0","0","0","24.35","0","35.55","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","165","0","0","0","26.85","0","39.2","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","190","0","0","0","16.05","0","23.15","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","185","0","0","0","17.85","0","25.95","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","180","0","0","0","19.85","0","28.9","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","205","0","0","0","11.5","0","16.15","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","200","0","0","0","12.9","0","18.3","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","195","0","0","0","14.4","0","20.65","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","220","0","0","0","8.2","0","10.95","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","225","0","0","0","7.3","0","9.55","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","215","0","0","0","9.2","0","12.5","0","0","0","0","0","-"
"ADANIENT","12-Aug-2020","29-Oct-2020","CE","130","0","0","0","50.15","0","69.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","87.5","0","0","0","56.8","0","113.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","230","1","1.75","1","1.2","1.2","0.85","44","407.46","2.66","160000","160000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","92.5","0","0","0","52.2","0","108.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","90","0","0","0","54.5","0","110.9","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","85","0","0","0","59.15","0","115.9","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","105","0","0","0","41.4","0","95.9","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","100","0","0","0","45.6","0","100.9","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","95","0","0","0","49.95","0","105.9","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","97.5","0","0","0","47.75","0","103.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","110","0","0","0","37.4","0","90.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","107.5","0","0","0","39.35","0","93.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","102.5","0","0","0","43.45","0","98.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","122.5","0","0","0","28.45","0","78.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","117.5","0","0","0","31.85","0","83.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","112.5","0","0","0","35.5","0","88.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","115","0","0","0","33.65","0","85.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","127.5","0","0","0","25.3","0","73.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","125","0","0","0","26.85","0","75.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","120","0","0","0","30.1","0","80.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","140","0","0","0","18.55","0","61","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","135","0","0","0","21.05","0","65.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","130","0","0","0","23.8","0","70.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","132.5","0","0","0","22.4","0","68.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","145","0","0","0","16.25","0","56","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","142.5","0","0","0","17.35","0","58.5","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","137.5","0","0","0","19.75","0","63.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","152.5","0","0","0","13.3","0","48.5","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","147.5","0","0","0","15.2","0","53.5","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","150","0","0","0","39.5","39.5","51","0","0","0","4000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","157.5","0","0","0","11.55","0","43.55","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","160","0","0","0","18.95","18.95","41.1","0","0","0","28000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","155","0","0","0","12.4","0","46.05","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","170","31.75","31.75","29.7","29.7","29.7","31.35","6","48.01","7.21","12000","-24000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","165","0","0","0","30","30","36.2","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","167.5","0","0","0","14.1","14.1","33.75","0","0","0","28000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","162.5","0","0","0","23","23","38.6","0","0","0","4000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","175","26.1","26.1","26.1","26.1","26.1","26.7","1","8.04","1.04","56000","-4000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","177.5","0","0","0","11.15","11.15","24.5","0","0","0","44000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","172.5","0","0","0","11.8","11.8","29","0","0","0","24000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","187.5","0","0","0","11.2","11.2","16.3","0","0","0","20000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","182.5","0","0","0","15.7","15.7","20.2","0","0","0","64000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","180","24","25.25","22.95","23","23","23","20","163.58","19.58","188000","-44000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","195","10.95","12.35","10","11.4","11.25","11.4","51","421.64","23.84","140000","-108000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","190","14.1","15.95","12.1","14.2","14.2","14.2","18","146.88","10.08","216000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","192.5","0","0","0","10.2","10.2","12.8","0","0","0","20000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","185","19.55","19.55","16.05","17.65","17.65","17.65","4","32.4","2.8","184000","-8000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","200","7.75","9.65","6.9","8.5","8.75","8.5","351","2927.85","119.85","564000","-148000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","205","7","7.3","5","6.1","6.4","6.1","172","1453.52","43.12","236000","24000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","210","4.4","5.25","3.4","4.45","4.45","4.45","318","2727.92","56.72","536000","-120000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","197.5","8.2","8.2","8.2","8.2","8.2","9.8","1","8.23",".33","52000","-4000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","215","3.45","3.75","2.6","3.25","3.2","3.25","67","585.13","8.93","240000","-92000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","220","2.5","2.6","2.5","2.6","2.6","2.6","2","17.8",".2","96000","0","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","225","1.7","2.25","1.7","2.25","2.25","1.35","4","36.29",".29","144000","-4000","-"
"ADANIENT","13-Aug-2020","27-Aug-2020","CE","82.5","0","0","0","95","95","118.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","150","0","0","0","26.5","0","52","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","145","0","0","0","29.3","0","56.75","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","170","0","0","0","17.25","0","34.25","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","165","0","0","0","19.25","0","38.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","160","0","0","0","21.45","0","42.8","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","185","0","0","0","15.05","15.05","23.15","0","0","0","4000","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","180","0","0","0","13.75","0","26.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","175","0","0","0","15.4","0","30.3","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","195","0","0","0","9.65","0","17.15","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","190","0","0","0","10.85","0","20","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","210","0","0","0","7.4","7.4","10.35","0","0","0","4000","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","215","0","0","0","5.9","0","8.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","200","0","0","0","8.55","0","14.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","205","0","0","0","7.6","0","12.35","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","230","0","0","0","4.1","0","4.75","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","220","0","0","0","5.2","0","7.1","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","225","0","0","0","4.05","0","5.8","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","105","0","0","0","59.25","0","96.25","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","100","0","0","0","63.75","0","101.25","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","125","0","0","0","42.75","0","76.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","120","0","0","0","46.6","0","81.35","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","115","0","0","0","50.65","0","86.3","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","110","0","0","0","54.85","0","91.3","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","140","0","0","0","32.35","0","61.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","135","0","0","0","35.6","0","66.5","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","130","0","0","0","39.05","0","71.45","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","24-Sep-2020","CE","155","0","0","0","23.9","0","47.35","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","115","0","0","0","62.85","0","86.85","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","230","0","0","0","6.45","0","9.15","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","125","0","0","0","54.25","0","77.1","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","120","0","0","0","58.5","0","82","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","145","0","0","0","39","0","58.4","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","140","0","0","0","42.55","0","62.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","135","0","0","0","46.25","0","67.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","160","0","0","0","29.6","0","45.55","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","155","0","0","0","32.55","0","49.7","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","150","0","0","0","35.7","0","53.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","175","0","0","0","22","0","34.3","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","170","0","0","0","24.35","0","37.85","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","165","0","0","0","26.85","0","41.6","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","190","0","0","0","16.05","0","24.95","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","185","0","0","0","17.85","0","27.85","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","180","0","0","0","19.85","0","31","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","205","0","0","0","11.5","0","17.55","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","200","0","0","0","12.9","0","19.8","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","195","0","0","0","14.4","0","22.3","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","220","0","0","0","8.2","0","12","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","225","0","0","0","7.3","0","10.5","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","215","0","0","0","9.2","0","13.7","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","210","0","0","0","10.3","0","15.55","0","0","0","0","0","-"
"ADANIENT","13-Aug-2020","29-Oct-2020","CE","130","0","0","0","50.15","0","72.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","87.5","0","0","0","56.8","0","108.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","230","1.35","1.45","0.5","0.8","0.85","0.8","18","166.3",".7","172000","12000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","92.5","0","0","0","52.2","0","103.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","90","0","0","0","54.5","0","106.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","85","0","0","0","59.15","0","111.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","105","0","0","0","41.4","0","91.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","100","0","0","0","45.6","0","96.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","95","0","0","0","49.95","0","101.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","97.5","0","0","0","47.75","0","98.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","110","0","0","0","37.4","0","86.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","107.5","0","0","0","39.35","0","88.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","102.5","0","0","0","43.45","0","93.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","122.5","0","0","0","28.45","0","73.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","117.5","0","0","0","31.85","0","78.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","112.5","0","0","0","35.5","0","83.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","115","0","0","0","33.65","0","81.35","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","127.5","0","0","0","25.3","0","68.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","125","0","0","0","26.85","0","71.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","120","0","0","0","30.1","0","76.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","140","0","0","0","18.55","0","56.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","135","0","0","0","21.05","0","61.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","130","0","0","0","23.8","0","66.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","132.5","0","0","0","22.4","0","63.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","145","0","0","0","16.25","0","51.4","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","142.5","0","0","0","17.35","0","53.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","137.5","0","0","0","19.75","0","58.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","157.5","0","0","0","11.55","0","39","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","152.5","0","0","0","13.3","0","43.95","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","147.5","0","0","0","15.2","0","48.95","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","150","0","0","0","39.5","39.5","46.45","0","0","0","4000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","160","0","0","0","18.95","18.95","36.55","0","0","0","28000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","155","0","0","0","12.4","0","41.45","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","170","24.55","25.45","24.3","25.45","25.45","26.95","4","31.15","3.95","16000","4000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","165","0","0","0","30","30","31.7","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","167.5","0","0","0","14.1","14.1","29.3","0","0","0","28000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","162.5","0","0","0","23","23","34.1","0","0","0","4000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","177.5","0","0","0","11.15","11.15","20.3","0","0","0","44000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","172.5","0","0","0","11.8","11.8","24.65","0","0","0","24000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","175","0","0","0","26.1","26.1","22.45","0","0","0","56000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","182.5","0","0","0","15.7","15.7","16.25","0","0","0","64000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","185","18.85","18.85","13.15","13.15","13.15","14.4","3","24.19","1.99","180000","-4000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","180","18.15","18.15","16.95","16.95","16.95","18.25","2","15.8","1.4","188000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","195","12.4","12.95","6.4","8.05","8.05","8.05","14","114.66","5.46","152000","12000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","190","14.9","14.9","8","10.35","10.35","10.35","5","40.42","2.42","212000","-4000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","192.5","0","0","0","10.2","10.2","9.6","0","0","0","20000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","187.5","0","0","0","11.2","11.2","12.65","0","0","0","20000","0","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","200","9.7","10.4","4.55","5.85","6.1","5.85","319","2645.98","93.98","612000","48000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","205","7.45","7.7","3.25","4.4","4.45","4.4","193","1625.77","43.17","272000","36000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","210","5.4","5.7","2.2","3.15","3.2","3.15","346","2964.1","57.7","636000","100000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","197.5","10","10","10","10","10","7","1","8.3",".4","48000","-4000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","215","5.2","5.2","1.75","2.05","2.15","2.05","62","540.4","7.2","296000","56000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","220","2.6","2.6","1.3","1.6","1.7","1.6","32","284.02","2.42","172000","76000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","225","2.1","2.1","1","1.2","1.25","1.2","9","81.51",".51","156000","12000","-"
"ADANIENT","14-Aug-2020","27-Aug-2020","CE","82.5","0","0","0","95","95","113.8","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","145","0","0","0","29.3","0","52.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","140","0","0","0","32.35","0","57.1","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","170","0","0","0","17.25","0","30.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","165","0","0","0","19.25","0","34.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","160","0","0","0","21.45","0","38.55","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","185","0","0","0","15.05","15.05","19.8","0","0","0","4000","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","180","0","0","0","13.75","0","23","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","175","0","0","0","15.4","0","26.5","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","200","0","0","0","8.55","0","12","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","195","0","0","0","9.65","0","14.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","190","0","0","0","10.85","0","16.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","210","0","0","0","7.4","7.4","8.25","0","0","0","4000","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","215","0","0","0","5.9","0","6.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","205","0","0","0","7.6","0","10","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","230","0","0","0","4.1","0","3.55","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","220","0","0","0","5.2","0","5.5","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","225","0","0","0","4.05","0","4.45","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","105","0","0","0","59.25","0","91.7","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","100","0","0","0","63.75","0","96.7","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","120","0","0","0","46.6","0","76.8","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","115","0","0","0","50.65","0","81.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","110","0","0","0","54.85","0","86.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","135","0","0","0","35.6","0","61.95","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","130","0","0","0","39.05","0","66.9","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","125","0","0","0","42.75","0","71.85","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","155","0","0","0","23.9","0","43","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","24-Sep-2020","CE","150","0","0","0","26.5","0","47.6","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","115","0","0","0","62.85","0","82.3","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","230","0","0","0","6.45","0","7.6","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","125","0","0","0","54.25","0","72.6","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","120","0","0","0","58.5","0","77.45","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","145","0","0","0","39","0","54.1","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","140","0","0","0","42.55","0","58.55","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","135","0","0","0","46.25","0","63.15","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","160","0","0","0","29.6","0","41.55","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","155","0","0","0","32.55","0","45.55","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","150","0","0","0","35.7","0","49.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","175","0","0","0","22","0","30.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","170","0","0","0","24.35","0","34.15","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","165","0","0","0","26.85","0","37.75","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","190","0","0","0","16.05","0","21.95","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","185","0","0","0","17.85","0","24.65","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","180","0","0","0","19.85","0","27.6","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","205","0","0","0","11.5","0","15.1","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","200","0","0","0","12.9","0","17.2","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","195","0","0","0","14.4","0","19.45","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","225","0","0","0","7.3","0","8.8","0","0","0","0","0","-"
"ADANIENT","14-Aug-2020","29-Oct-2020","CE","215","0","0","0","9.2","0","11.6","0","0","0","0","0","-"
